Episode number, episode RL score
10669, 33
10670, 42
10671, 36
10672, 31
10673, 27
10674, 40
10675, 17
10676, 25
10677, 27
10678, 36
10679, 36
11420, 4
11421, 17
11422, 21
11423, 26
11424, 27
11425, 18
11426, 22
11427, 13
11428, 13
11429, 30
11430, 34
11431, 18
11432, 16
11433, 12
11434, 18
11435, 24
11436, 10
11437, 30
11438, 28
11439, 28
12160, 19
12161, 35
12162, 38
12163, 27
12164, 31
12165, 11
12166, 40
12167, 36
12168, 32
12169, 27
12170, 38
12171, 31
12172, 30
12173, 36
12174, 30
12175, 23
12176, 25
12177, 22
12178, 23
12179, 24
12880, 19
12881, 13
12882, 44
12883, 23
12884, 38
12885, 36
12886, 31
12887, 32
12888, 26
12889, 40
12890, 16
12891, 14
12892, 29
12893, 15
12894, 29
12895, 34
12896, 21
12897, 27
12898, 21
12899, 21
13580, 30
13581, 30
13582, 26
13583, 32
13584, 28
13585, 29
13586, 27
13587, 25
13588, 30
13589, 27
13590, 36
13591, 26
13592, 26
13593, 23
13594, 26
13595, 27
13596, 29
13597, 25
13598, 28
13599, 28
14260, 34
14261, 35
14262, 23
14263, 21
14264, 28
14265, 30
14266, 28
14267, 27
14268, 29
14269, 27
14270, 29
14271, 31
14272, 22
14273, 32
14274, 31
14275, 18
14276, 23
14277, 19
14278, 31
14279, 26
14920, 23
14921, 22
14922, 19
14923, 20
14924, 26
14925, 24
14926, 22
14927, 17
14928, 19
14929, 24
14930, 24
14931, 26
14932, 21
14933, 17
14934, 25
14935, 13
14936, 19
14937, 22
14938, 20
14939, 21
15560, 46
15561, 25
15562, 31
15563, 10
15564, 23
15565, 41
15566, 10
15567, 30
15568, 37
15569, 8
15570, 34
15571, 25
15572, 29
15573, 23
15574, 38
15575, 28
15576, 39
15577, 44
15578, 20
15579, 28
16180, 26
16181, 5
16182, 25
16183, 11
16184, 14
16185, 24
16186, 5
16187, 33
16188, 21
16189, 20
16190, 20
16191, 15
16192, 14
16193, 24
16194, 11
16195, 13
16196, 28
16197, 16
16198, 9
16199, 7
16780, 40
16781, 42
16782, 29
16783, 11
16784, 29
16785, 40
16786, 42
16787, 15
16788, 38
16789, 5
16790, 13
16791, 38
16792, 36
16793, 36
16794, 16
16795, 36
16796, 21
16797, 42
16798, 44
16799, 23
17360, 22
17361, 25
17362, 11
17363, 40
17364, 35
17365, 18
17366, 46
17367, 38
17368, 26
17369, 18
17370, 33
17371, 42
17372, 14
17373, 19
17374, 35
17375, 32
17376, 8
17377, 44
17378, 8
17379, 13
17920, 40
17921, 44
17922, 44
17923, 34
17924, 34
17925, 38
17926, 36
17927, 22
17928, 40
17929, 38
17930, 42
17931, 40
17932, 42
17933, 40
17934, 36
17935, 42
17936, 40
17937, 40
17938, 38
17939, 42
18460, 11
18461, 21
18462, 19
18463, 26
18464, 25
18465, 22
18466, 20
18467, 24
18468, 23
18469, 20
18470, 21
18471, 22
18472, 20
18473, 18
18474, 19
18475, 22
18476, 22
18477, 18
18478, 23
18479, 22
18980, 32
18981, 25
18982, 18
18983, 21
18984, 26
18985, 25
18986, 24
18987, 24
18988, 18
18989, 21
18990, 23
18991, 25
18992, 26
18993, 25
18994, 17
18995, 27
18996, 21
18997, 22
18998, 17
18999, 37
19480, 11
19481, 29
19482, 29
19483, 23
19484, 38
19485, 26
19486, 37
19487, 25
19488, 20
19489, 26
19490, 29
19491, 30
19492, 26
19493, 25
19494, 25
19495, 27
19496, 32
19497, 26
19498, 38
19499, 10
19960, 38
19961, 42
19962, 34
19963, 34
19964, 36
19965, 29
19966, 36
19967, 39
19968, 38
19969, 35
19970, 38
19971, 36
19972, 34
19973, 38
19974, 42
19975, 34
19976, 30
19977, 38
19978, 42
19979, 35
20420, 33
20421, 32
20422, 44
20423, 40
20424, 35
20425, 40
20426, 42
20427, 17
20428, 11
20429, 24
20430, 17
20431, 36
20432, 44
20433, 38
20434, 34
20435, 26
20436, 40
20437, 34
20438, 38
20439, 34
20860, 21
20861, 25
20862, 23
20863, 26
20864, 19
20865, 25
20866, 20
20867, 21
20868, 23
20869, 25
20870, 19
20871, 16
20872, 17
20873, 19
20874, 21
20875, 22
20876, 22
20877, 21
20878, 22
20879, 21
21280, 19
21281, 12
21282, 5
21283, 6
21284, 3
21285, 8
21286, 14
21287, 15
21288, 4
21289, 14
21290, 3
21291, 2
21292, 2
21293, 8
21294, 13
21295, 2
21296, 5
21297, 5
21298, 1
21299, 6
21680, 6
21681, 4
21682, 7
21683, 13
21684, 24
21685, 7
21686, 13
21687, 4
21688, 13
21689, 10
21690, 12
21691, 4
21692, 6
21693, 5
21694, 3
21695, 14
21696, 14
21697, 6
21698, 4
21699, 4
22060, 7
22061, 32
22062, 34
22063, 19
22064, 36
22065, 34
22066, 42
22067, 6
22068, 38
22069, 38
22070, 36
22071, 42
22072, 13
22073, 36
22074, 40
22075, 32
22076, 32
22077, 15
22078, 38
22079, 15
22420, 30
22421, 37
22422, 28
22423, 28
22424, 32
22425, 24
22426, 34
22427, 34
22428, 20
22429, 3
22430, 6
22431, 35
22432, 24
22433, 30
22434, 24
22435, 21
22436, 19
