Episode number, episode RL score
57407, 10
57408, 33
57409, 13
57410, 32
57411, 36
57412, 38
57413, 42
57414, 36
57415, 13
57416, 42
57417, 21
57418, 34
57419, 13
58800, 11
58801, 12
58802, 29
58803, 21
58804, 15
58805, 20
58806, 20
58807, 11
58808, 19
58809, 15
58810, 15
58811, 13
58812, 12
58813, 9
58814, 10
58815, 20
58816, 26
58817, 25
58818, 14
58819, 10
60180, 34
60181, 38
60182, 42
60183, 38
60184, 42
60185, 42
60186, 40
60187, 44
60188, 34
60189, 40
60190, 42
60191, 38
60192, 38
60193, 34
60194, 42
60195, 34
60196, 38
60197, 42
60198, 40
60199, 42
61540, 40
61541, 42
61542, 18
61543, 40
61544, 36
61545, 42
61546, 42
61547, 33
61548, 42
61549, 34
61550, 40
61551, 30
61552, 38
61553, 44
61554, 32
61555, 38
61556, 38
61557, 42
61558, 36
61559, 43
62880, 38
62881, 36
62882, 38
62883, 38
62884, 40
62885, 38
62886, 38
62887, 38
62888, 46
62889, 40
62890, 40
62891, 14
62892, 40
62893, 25
62894, 42
62895, 36
62896, 36
62897, 40
62898, 46
62899, 42
64200, 40
64201, 27
64202, 40
64203, 42
64204, 38
64205, 31
64206, 29
64207, 23
64208, 38
64209, 38
64210, 34
64211, 29
64212, 35
64213, 35
64214, 35
64215, 42
64216, 38
64217, 20
64218, 33
64219, 28
65500, 42
65501, 40
65502, 40
65503, 44
65504, 44
65505, 38
65506, 38
65507, 40
65508, 40
65509, 38
65510, 40
65511, 44
65512, 44
65513, 42
65514, 21
65515, 34
65516, 40
65517, 38
65518, 39
65519, 35
66780, 42
66781, 40
66782, 40
66783, 42
66784, 36
66785, 32
66786, 38
66787, 44
66788, 40
66789, 36
66790, 34
66791, 44
66792, 44
66793, 34
66794, 40
66795, 40
66796, 36
66797, 34
66798, 33
66799, 40
68040, 36
68041, 44
68042, 38
68043, 36
68044, 36
68045, 34
68046, 38
68047, 40
68048, 36
68049, 36
68050, 38
68051, 34
68052, 38
68053, 40
68054, 42
68055, 36
68056, 38
68057, 40
68058, 42
68059, 42
69280, 16
69281, 22
69282, 40
69283, 16
69284, 40
69285, 11
69286, 34
69287, 21
69288, 36
69289, 42
69290, 42
69291, 33
69292, 38
69293, 40
69294, 20
69295, 44
69296, 34
69297, 40
69298, 36
69299, 38
70500, 32
70501, 21
70502, 22
70503, 33
70504, 22
70505, 40
70506, 12
70507, 8
70508, 33
70509, 28
70510, 18
70511, 27
70512, 34
70513, 19
70514, 21
70515, 40
70516, 24
70517, 20
70518, 37
70519, 36
71700, 40
71701, 38
71702, 42
71703, 38
71704, 38
71705, 42
71706, 42
71707, 12
71708, 44
71709, 16
71710, 42
71711, 36
71712, 42
71713, 34
71714, 36
71715, 42
71716, 38
71717, 40
71718, 46
71719, 46
72880, 40
72881, 35
72882, 36
72883, 35
72884, 38
72885, 32
72886, 40
72887, 36
72888, 34
72889, 40
72890, 36
72891, 39
72892, 44
72893, 38
72894, 36
72895, 40
72896, 32
72897, 44
72898, 38
72899, 36
74040, 44
74041, 38
74042, 40
74043, 38
74044, 32
74045, 42
74046, 38
74047, 40
74048, 34
74049, 36
74050, 38
74051, 40
74052, 36
74053, 44
74054, 40
74055, 42
74056, 36
74057, 42
74058, 40
74059, 40
75180, 15
75181, 24
75182, 30
75183, 24
75184, 20
75185, 18
75186, 36
75187, 30
75188, 26
75189, 22
75190, 28
75191, 20
75192, 16
75193, 25
75194, 25
75195, 18
75196, 36
75197, 34
75198, 18
75199, 38
76300, 38
76301, 38
76302, 36
76303, 9
76304, 44
76305, 38
76306, 36
76307, 22
76308, 26
76309, 16
76310, 19
76311, 46
76312, 18
76313, 10
76314, 39
76315, 10
76316, 29
76317, 46
76318, 35
76319, 20
77400, 5
77401, 9
77402, 10
77403, 7
77404, 6
77405, 5
77406, 6
77407, 8
77408, 2
77409, 8
77410, 7
77411, 6
77412, 7
77413, 5
77414, 3
77415, 6
77416, 8
77417, 6
77418, 6
77419, 7
78480, 38
78481, 38
78482, 40
78483, 33
78484, 24
78485, 35
78486, 30
78487, 38
78488, 33
78489, 42
78490, 38
78491, 27
78492, 35
78493, 29
78494, 30
78495, 38
78496, 38
78497, 29
78498, 33
78499, 17
79540, 24
79541, 36
79542, 42
79543, 38
79544, 34
79545, 32
79546, 33
79547, 38
79548, 44
79549, 34
79550, 34
79551, 44
79552, 36
79553, 42
79554, 40
79555, 36
79556, 40
79557, 38
79558, 46
79559, 34
80580, 16
80581, 16
80582, 16
80583, 10
80584, 9
80585, 25
80586, 8
80587, 17
80588, 34
80589, 14
80590, 15
80591, 11
80592, 26
80593, 16
80594, 20
80595, 18
80596, 27
80597, 14
80598, 10
80599, 31
81600, 44
81601, 34
81602, 48
81603, 40
81604, 38
81605, 40
81606, 32
81607, 33
81608, 42
81609, 40
81610, 38
81611, 38
81612, 42
81613, 38
81614, 40
81615, 36
81616, 38
81617, 38
81618, 40
81619, 42
82600, 24
82601, 15
82602, 38
82603, 23
82604, 10
82605, 26
82606, 34
82607, 36
82608, 25
82609, 34
82610, 8
82611, 26
82612, 26
82613, 35
82614, 29
82615, 32
82616, 26
82617, 13
82618, 18
82619, 25
83580, 29
83581, 18
83582, 29
83583, 28
83584, 24
83585, 23
83586, 32
83587, 36
83588, 29
83589, 23
83590, 13
83591, 23
83592, 21
83593, 15
83594, 23
83595, 28
83596, 22
83597, 31
83598, 29
83599, 30
84540, 42
84541, 44
84542, 38
84543, 28
84544, 38
84545, 36
84546, 34
84547, 30
84548, 14
84549, 38
84550, 34
84551, 36
84552, 42
84553, 38
84554, 34
84555, 40
84556, 36
84557, 36
84558, 38
84559, 42
85480, 22
85481, 7
85482, 22
85483, 19
85484, 23
85485, 16
85486, 24
85487, 21
85488, 24
85489, 7
85490, 14
85491, 19
85492, 12
85493, 28
85494, 10
85495, 6
85496, 23
85497, 24
85498, 22
85499, 22
86400, 34
86401, 36
86402, 38
86403, 38
86404, 42
86405, 3
86406, 6
86407, 40
86408, 5
86409, 7
86410, 36
86411, 38
86412, 42
86413, 17
86414, 46
86415, 35
86416, 7
86417, 4
86418, 7
86419, 35
87300, 30
87301, 33
87302, 18
87303, 37
87304, 30
87305, 32
87306, 35
87307, 15
87308, 33
87309, 22
87310, 30
87311, 28
87312, 23
87313, 28
87314, 26
87315, 26
87316, 32
87317, 26
87318, 16
87319, 24
88180, 42
88181, 29
88182, 28
88183, 34
88184, 42
88185, 35
88186, 30
88187, 26
88188, 31
88189, 38
88190, 15
88191, 42
88192, 29
88193, 35
88194, 25
88195, 19
88196, 31
88197, 40
88198, 20
88199, 34
89040, 9
89041, 15
89042, 12
89043, 14
89044, 14
89045, 23
89046, 14
89047, 6
89048, 7
89049, 13
89050, 16
89051, 12
89052, 7
89053, 21
89054, 6
89055, 14
89056, 19
89057, 16
89058, 15
89059, 14
89880, 38
89881, 28
89882, 38
89883, 42
89884, 26
89885, 40
89886, 21
89887, 16
89888, 34
89889, 42
89890, 31
89891, 44
89892, 14
89893, 38
89894, 40
89895, 13
89896, 38
89897, 19
89898, 35
89899, 36
90700, 21
90701, 48
90702, 8
90703, 34
90704, 36
90705, 42
90706, 40
90707, 36
90708, 35
90709, 25
90710, 40
90711, 38
90712, 11
90713, 38
90714, 44
90715, 36
90716, 36
90717, 40
90718, 36
90719, 42
91500, 28
91501, 5
91502, 21
91503, 3
91504, 16
91505, 5
91506, 40
91507, 5
91508, 16
91509, 4
91510, 26
91511, 35
91512, 19
91513, 20
91514, 14
91515, 6
91516, 6
91517, 15
91518, 27
91519, 6
92280, 31
92281, 6
92282, 30
92283, 32
92284, 14
92285, 31
92286, 32
92287, 35
92288, 33
92289, 32
92290, 29
92291, 34
92292, 24
92293, 30
92294, 29
92295, 27
92296, 10
92297, 30
92298, 36
92299, 28
93040, 38
93041, 34
93042, 40
93043, 40
93044, 36
93045, 38
93046, 38
93047, 36
93048, 38
93049, 38
93050, 38
93051, 40
93052, 36
93053, 42
93054, 42
93055, 38
93056, 42
93057, 42
93058, 36
93059, 32
93780, 38
93781, 38
93782, 40
93783, 32
93784, 38
93785, 29
93786, 42
93787, 42
93788, 40
93789, 36
93790, 44
93791, 38
93792, 44
93793, 42
93794, 36
93795, 34
93796, 38
93797, 36
93798, 34
93799, 46
94500, 42
94501, 36
94502, 38
94503, 42
94504, 38
94505, 34
94506, 38
94507, 34
94508, 38
94509, 44
94510, 40
94511, 38
94512, 38
94513, 40
94514, 38
94515, 38
94516, 40
94517, 40
94518, 38
94519, 38
95200, 11
95201, 36
95202, 30
95203, 42
95204, 5
95205, 22
95206, 25
95207, 27
95208, 12
95209, 11
95210, 10
95211, 30
95212, 5
95213, 16
95214, 14
95215, 11
95216, 36
95217, 18
95218, 9
95219, 36
95880, 31
95881, 17
95882, 37
95883, 30
95884, 38
95885, 27
95886, 35
95887, 34
95888, 37
95889, 30
95890, 33
95891, 37
95892, 35
95893, 44
95894, 40
95895, 27
95896, 29
95897, 33
95898, 21
95899, 36
96540, 38
96541, 40
96542, 30
96543, 35
96544, 35
96545, 38
96546, 42
96547, 38
96548, 31
96549, 40
96550, 40
96551, 36
96552, 36
96553, 25
96554, 42
96555, 23
96556, 33
96557, 38
96558, 34
96559, 23
97180, 42
97181, 40
97182, 40
97183, 46
97184, 34
97185, 38
97186, 44
97187, 36
97188, 36
97189, 36
97190, 40
97191, 46
97192, 38
97193, 34
97194, 40
97195, 40
97196, 34
97197, 40
97198, 36
97199, 36
97800, 40
97801, 38
97802, 38
97803, 36
97804, 40
97805, 40
97806, 38
97807, 36
97808, 40
97809, 38
97810, 42
97811, 38
97812, 34
97813, 32
97814, 46
97815, 9
97816, 24
97817, 34
97818, 36
97819, 40
98400, 40
98401, 28
98402, 20
98403, 31
98404, 9
98405, 11
98406, 26
98407, 27
98408, 17
98409, 30
98410, 38
98411, 6
98412, 42
98413, 21
98414, 29
98415, 19
98416, 21
98417, 20
98418, 7
98419, 17
98980, 12
98981, 10
98982, 16
98983, 9
98984, 13
98985, 18
98986, 11
98987, 7
98988, 10
98989, 13
98990, 19
98991, 8
98992, 12
98993, 15
98994, 19
98995, 14
98996, 14
98997, 15
98998, 10
98999, 20
99540, 36
99541, 33
99542, 27
99543, 16
99544, 33
99545, 26
99546, 37
99547, 28
99548, 20
99549, 33
99550, 27
99551, 40
99552, 34
99553, 36
99554, 38
99555, 37
99556, 40
99557, 34
99558, 26
99559, 21
100080, 38
100081, 38
100082, 35
100083, 36
100084, 38
100085, 36
100086, 40
100087, 17
100088, 34
100089, 48
100090, 38
100091, 38
100092, 38
100093, 36
100094, 42
100095, 44
100096, 38
100097, 48
100098, 34
100099, 38
100600, 16
100601, 29
100602, 44
100603, 38
100604, 40
100605, 18
100606, 24
100607, 12
100608, 38
100609, 25
100610, 38
100611, 36
100612, 27
100613, 36
100614, 42
100615, 36
100616, 16
100617, 8
100618, 38
100619, 25
101100, 8
101101, 15
101102, 14
101103, 7
101104, 23
101105, 19
101106, 13
101107, 21
101108, 21
101109, 13
101110, 17
101111, 14
101112, 14
101113, 14
101114, 12
101115, 17
101116, 24
101117, 9
101118, 16
101119, 24
101580, 40
101581, 19
101582, 42
101583, 38
101584, 44
101585, 28
101586, 18
101587, 36
101588, 32
101589, 14
101590, 13
101591, 42
101592, 42
101593, 30
101594, 11
101595, 34
101596, 30
101597, 34
101598, 33
101599, 37
102040, 44
102041, 39
102042, 36
102043, 40
102044, 44
102045, 40
102046, 35
102047, 34
102048, 36
102049, 42
102050, 36
102051, 31
102052, 44
102053, 38
102054, 40
102055, 40
102056, 38
102057, 39
102058, 38
102059, 36
102480, 21
102481, 29
102482, 24
102483, 19
102484, 20
102485, 17
102486, 19
102487, 26
102488, 28
102489, 20
102490, 25
102491, 12
102492, 25
102493, 18
102494, 13
102495, 15
102496, 18
102497, 16
102498, 22
102499, 20
102900, 38
102901, 44
102902, 36
102903, 42
102904, 42
102905, 40
102906, 34
102907, 40
102908, 38
102909, 42
102910, 36
102911, 42
102912, 42
102913, 36
102914, 38
102915, 44
102916, 38
102917, 42
102918, 40
102919, 36
103300, 42
103301, 42
103302, 33
103303, 37
103304, 35
103305, 34
103306, 39
103307, 37
103308, 30
103309, 34
103310, 38
103311, 37
103312, 40
103313, 38
103314, 42
103315, 40
103316, 35
103317, 42
103318, 38
103319, 31
103680, 20
103681, 23
103682, 23
103683, 35
103684, 21
103685, 20
103686, 23
103687, 22
103688, 12
103689, 29
103690, 31
103691, 20
103692, 31
103693, 24
103694, 25
103695, 27
103696, 27
103697, 24
103698, 25
103699, 29
104040, 14
104041, 16
104042, 24
104043, 14
104044, 25
104045, 10
104046, 7
104047, 10
104048, 10
104049, 18
104050, 21
104051, 25
104052, 17
104053, 18
104054, 5
104055, 9
104056, 7
104057, 14
104058, 14
104059, 13
104380, 31
104381, 33
104382, 31
104383, 19
104384, 33
104385, 19
104386, 28
104387, 44
104388, 38
104389, 35
104390, 28
104391, 33
104392, 40
104393, 23
104394, 39
104395, 42
104396, 32
104397, 40
104398, 26
104399, 13
104700, 34
104701, 40
104702, 17
104703, 27
104704, 40
104705, 40
104706, 16
104707, 40
104708, 28
104709, 34
104710, 38
104711, 36
104712, 34
104713, 10
104714, 38
104715, 40
104716, 20
104717, 36
104718, 23
104719, 44
105000, 23
105001, 9
105002, 34
105003, 33
105004, 30
105005, 38
105006, 24
105007, 38
105008, 19
105009, 34
105010, 31
105011, 34
105012, 10
105013, 20
105014, 22
105015, 28
105016, 30
105017, 14
105018, 38
105019, 29
105280, 25
105281, 19
105282, 25
105283, 25
105284, 19
105285, 25
105286, 27
105287, 14
105288, 30
105289, 21
105290, 33
105291, 26
105292, 10
105293, 29
105294, 27
105295, 14
105296, 18
105297, 31
105298, 34
105299, 27
105540, 42
105541, 40
105542, 34
105543, 42
105544, 40
105545, 44
105546, 40
105547, 34
105548, 34
105549, 32
105550, 36
105551, 44
105552, 38
105553, 38
105554, 46
105555, 42
105556, 44
105557, 34
105558, 36
105559, 38
105780, 39
105781, 40
105782, 30
105783, 40
105784, 40
105785, 40
105786, 42
105787, 46
105788, 7
105789, 34
105790, 38
105791, 29
105792, 38
105793, 7
105794, 34
105795, 12
105796, 9
105797, 20
105798, 40
105799, 38
106000, 30
106001, 21
106002, 21
106003, 20
106004, 19
106005, 29
106006, 25
106007, 25
106008, 24
106009, 20
106010, 29
106011, 21
106012, 33
106013, 25
106014, 28
106015, 24
106016, 24
106017, 18
106018, 26
106019, 34
106200, 2
106201, 21
106202, 38
106203, 26
106204, 24
106205, 28
106206, 10
106207, 18
106208, 33
106209, 14
106210, 30
106211, 23
106212, 12
106213, 10
106214, 26
106215, 32
106216, 27
106217, 2
106218, 17
106219, 36
106380, 10
106381, 11
106382, 8
106383, 8
106384, 30
106385, 17
106386, 13
106387, 33
106388, 11
106389, 13
106390, 11
106391, 13
106392, 9
106393, 13
106394, 15
106395, 40
106396, 23
106397, 18
106398, 33
106399, 12
106540, 5
106541, 14
106542, 38
106543, 6
106544, 14
106545, 16
106546, 5
106547, 15
106548, 24
106549, 10
106550, 8
106551, 28
106552, 9
106553, 9
106554, 24
106555, 12
106556, 10
106557, 44
106558, 3
106559, 20
106680, 29
106681, 44
106682, 24
106683, 30
106684, 33
106685, 31
106686, 34
106687, 28
106688, 31
106689, 23
106690, 30
106691, 24
106692, 13
106693, 35
106694, 33
106695, 38
106696, 38
106697, 28
106698, 29
106699, 37
106800, 32
106801, 34
106802, 35
106803, 37
106804, 36
106805, 38
106806, 40
106807, 32
106808, 40
106809, 36
106810, 37
106811, 31
106812, 29
106813, 44
106814, 23
106815, 32
106816, 33
106817, 27
106818, 19
106819, 36
106900, 36
106901, 38
106902, 42
106903, 38
106904, 44
106905, 36
106906, 42
106907, 36
106908, 40
106909, 38
106910, 42
106911, 46
106912, 38
106913, 42
106914, 36
106915, 36
106916, 32
106917, 36
106918, 36
106919, 32
106980, 33
106981, 14
106982, 12
106983, 17
106984, 7
106985, 40
106986, 30
106987, 39
106988, 22
106989, 21
106990, 42
106991, 35
106992, 30
106993, 18
106994, 25
106995, 33
106996, 30
106997, 26
106998, 25
106999, 17
107040, 30
107041, 38
107042, 30
107043, 23
107044, 39
107045, 22
107046, 23
107047, 38
107048, 34
107049, 29
107050, 21
107051, 42
107052, 31
107053, 34
107054, 34
107055, 34
107056, 40
107057, 34
107058, 40
107059, 25
107080, 32
107081, 40
107082, 17
107083, 26
107084, 7
107085, 39
107086, 11
107087, 40
107088, 12
107089, 38
107090, 25
107091, 21
107092, 24
107093, 18
107094, 27
107095, 28
107096, 32
107097, 31
107098, 26
107099, 20
107100, 5
107101, 6
107102, 10
107103, 4
107104, 6
107105, 9
107106, 8
107107, 5
107108, 5
107109, 3
107110, 6
107111, 6
107112, 4
107113, 6
107114, 5
107115, 6
107116, 8
107117, 11
107118, 12
107119, 6
