Episode number, episode RL score
19, 21
0, 34
1, 18
2, 40
3, 36
4, 28
5, 38
6, 31
7, 31
8, 42
9, 28
10, 35
11, 22
12, 37
13, 31
14, 19
15, 11
16, 27
17, 31
18, 40
19, 33
0, 20
1, 40
2, 34
3, 42
4, 38
5, 38
6, 23
7, 36
8, 8
9, 42
10, 38
11, 40
12, 38
13, 36
14, 38
15, 26
16, 44
17, 38
18, 38
19, 44
0, 25
1, 29
2, 26
3, 25
4, 31
5, 29
6, 33
7, 34
8, 24
9, 29
10, 32
11, 30
12, 24
13, 27
14, 26
15, 30
16, 29
17, 32
18, 28
19, 32
0, 40
1, 32
2, 21
3, 42
4, 31
5, 34
6, 34
7, 20
8, 37
9, 44
10, 17
11, 36
12, 40
13, 42
14, 13
15, 10
16, 29
17, 44
18, 33
19, 17
0, 42
1, 28
2, 30
3, 34
4, 31
5, 11
6, 23
7, 20
8, 28
9, 27
10, 34
11, 41
12, 40
13, 30
14, 24
15, 35
16, 34
17, 38
18, 5
19, 30
0, 15
1, 44
2, 20
3, 20
4, 13
5, 23
6, 8
7, 22
8, 20
9, 9
10, 13
11, 42
12, 11
13, 15
14, 12
15, 38
16, 34
17, 40
18, 9
19, 33
0, 28
1, 29
2, 38
3, 9
4, 42
5, 38
6, 32
7, 42
8, 26
9, 7
10, 10
11, 12
12, 22
13, 21
14, 30
15, 34
16, 19
17, 7
18, 25
19, 15
0, 34
1, 42
2, 38
3, 42
4, 42
5, 38
6, 42
7, 38
8, 38
9, 42
10, 38
11, 42
12, 36
13, 42
14, 40
15, 44
16, 40
17, 38
18, 42
19, 38
0, 39
1, 34
2, 46
3, 40
4, 42
5, 36
6, 40
7, 42
8, 40
9, 44
10, 48
11, 9
12, 44
13, 28
14, 42
15, 10
16, 38
17, 24
18, 40
19, 46
0, 32
1, 41
2, 40
3, 33
4, 37
5, 34
6, 40
7, 40
8, 31
9, 35
10, 42
11, 40
12, 40
13, 40
14, 31
15, 39
16, 37
17, 34
18, 38
19, 44
0, 28
1, 42
2, 40
3, 34
4, 19
5, 19
6, 46
7, 44
8, 42
9, 40
10, 24
11, 10
12, 44
13, 31
14, 40
15, 40
16, 38
17, 38
18, 38
19, 44
0, 22
1, 25
2, 29
3, 20
4, 26
5, 25
6, 28
7, 16
8, 27
9, 26
10, 24
11, 22
12, 31
13, 24
14, 15
15, 24
16, 23
17, 23
18, 26
19, 24
0, 17
1, 20
2, 29
3, 34
4, 8
5, 39
6, 40
7, 12
8, 36
9, 36
10, 29
11, 32
12, 31
13, 14
14, 31
15, 23
16, 34
17, 42
18, 12
19, 42
0, 38
1, 40
2, 30
3, 37
4, 27
5, 14
6, 40
7, 14
8, 40
9, 42
10, 14
11, 25
12, 33
13, 46
14, 29
15, 18
16, 12
17, 23
18, 16
19, 22
0, 16
1, 38
2, 12
3, 42
4, 15
5, 38
6, 42
7, 44
8, 28
9, 35
10, 38
11, 44
12, 40
13, 27
14, 40
15, 9
16, 8
17, 15
18, 23
19, 42
0, 34
1, 42
2, 29
3, 38
4, 38
5, 16
6, 33
7, 40
8, 27
9, 38
10, 42
11, 24
12, 37
13, 38
14, 27
15, 33
16, 34
17, 23
18, 18
19, 28
0, 36
1, 27
2, 48
3, 40
4, 18
5, 36
6, 44
7, 36
8, 30
9, 13
10, 36
11, 36
12, 34
13, 40
14, 34
15, 42
16, 44
17, 40
18, 40
19, 24
0, 21
1, 25
2, 18
3, 23
4, 27
5, 23
6, 18
7, 20
8, 20
9, 23
10, 21
11, 25
12, 25
13, 23
14, 23
15, 26
16, 20
17, 15
18, 22
19, 18
0, 36
1, 42
2, 36
3, 35
4, 5
5, 38
6, 36
7, 42
8, 40
9, 36
10, 21
11, 44
12, 42
13, 38
14, 38
15, 36
16, 14
17, 22
18, 42
19, 10
0, 28
1, 26
2, 30
3, 28
4, 30
5, 25
6, 33
7, 31
8, 28
9, 23
10, 24
11, 31
12, 23
13, 26
14, 36
15, 15
16, 32
17, 15
18, 22
19, 24
0, 7
1, 19
2, 18
3, 26
4, 25
5, 3
6, 6
7, 11
8, 19
9, 22
10, 4
11, 20
12, 6
13, 24
14, 7
15, 7
16, 26
17, 7
18, 14
19, 8
0, 20
1, 24
2, 19
3, 20
4, 15
5, 12
6, 23
7, 26
8, 23
9, 25
10, 23
11, 8
12, 24
13, 10
14, 22
15, 23
16, 17
17, 21
18, 23
19, 23
0, 33
1, 17
2, 42
3, 29
4, 44
5, 13
6, 22
7, 33
8, 40
9, 22
10, 40
11, 42
12, 44
13, 39
14, 40
15, 44
16, 40
17, 44
18, 35
19, 39
