Episode number, episode RL score
19974, 9
19975, 3
19976, 4
19977, 3
19978, 8
19979, 4
20420, 4
20421, 5
20422, 5
20423, 6
20424, 7
20425, 6
20426, 5
20427, 6
20428, 8
20429, 5
20430, 6
20431, 5
20432, 6
20433, 4
20434, 7
20435, 6
20436, 2
20437, 4
20438, 4
20439, 8
20860, 6
20861, 5
20862, 6
20863, 6
20864, 3
20865, 5
20866, 4
20867, 4
20868, 3
20869, 9
20870, 3
20871, 8
20872, 6
20873, 3
20874, 9
20875, 7
20876, 9
20877, 6
20878, 4
20879, 4
21280, 7
21281, 6
21282, 4
21283, 4
21284, 5
21285, 6
21286, 4
21287, 5
21288, 4
21289, 7
21290, 7
21291, 7
21292, 5
21293, 4
21294, 7
21295, 2
21296, 6
21297, 6
21298, 7
21299, 7
21680, 7
21681, 5
21682, 10
21683, 6
21684, 9
21685, 5
21686, 26
21687, 8
21688, 12
21689, 5
21690, 6
21691, 19
21692, 13
21693, 6
21694, 6
21695, 11
21696, 11
21697, 8
21698, 14
21699, 9
22060, 7
22061, 7
22062, 5
22063, 5
22064, 5
22065, 5
22066, 5
22067, 4
22068, 6
22069, 3
22070, 7
22071, 4
22072, 6
22073, 4
22074, 7
22075, 10
22076, 7
22077, 3
22078, 3
22079, 4
22420, 9
22421, 6
22422, 4
22423, 5
22424, 5
22425, 6
22426, 6
22427, 4
22428, 7
22429, 7
22430, 8
22431, 6
22432, 5
22433, 7
22434, 3
22435, 7
22436, 7
22437, 5
22438, 6
22439, 5
22760, 5
22761, 4
22762, 7
22763, 5
22764, 7
22765, 4
22766, 7
22767, 5
22768, 7
22769, 7
22770, 5
22771, 5
22772, 7
22773, 6
22774, 6
22775, 6
22776, 5
22777, 3
22778, 4
22779, 5
23080, 10
23081, 14
23082, 13
23083, 10
23084, 17
23085, 7
23086, 7
23087, 14
23088, 13
23089, 10
23090, 6
23091, 14
23092, 5
23093, 11
23094, 7
23095, 8
23096, 13
23097, 16
23098, 12
23099, 13
23380, 3
23381, 7
23382, 5
23383, 6
23384, 6
23385, 5
23386, 4
23387, 4
23388, 6
23389, 6
23390, 2
23391, 5
23392, 7
23393, 5
23394, 6
23395, 6
23396, 5
23397, 5
23398, 5
23399, 5
23660, 6
23661, 15
23662, 21
23663, 20
23664, 18
23665, 21
23666, 13
23667, 26
23668, 19
23669, 19
23670, 26
23671, 17
23672, 12
23673, 4
23674, 28
23675, 24
23676, 20
23677, 13
23678, 15
23679, 16
23920, 13
23921, 14
23922, 9
23923, 8
23924, 7
23925, 15
23926, 4
23927, 5
23928, 17
23929, 13
23930, 12
23931, 13
23932, 17
23933, 19
23934, 9
23935, 12
23936, 13
23937, 6
23938, 4
23939, 10
24160, 5
24161, 4
24162, 8
24163, 4
24164, 7
24165, 6
24166, 5
24167, 7
24168, 7
24169, 7
24170, 7
24171, 4
24172, 5
24173, 2
24174, 6
24175, 5
24176, 7
24177, 3
24178, 5
24179, 5
24380, 8
24381, 6
24382, 8
24383, 5
24384, 5
24385, 5
24386, 5
24387, 4
24388, 5
24389, 6
24390, 5
24391, 5
24392, 6
24393, 4
24394, 8
24395, 3
24396, 19
24397, 6
24398, 8
24399, 10
24580, 5
24581, 5
24582, 7
24583, 4
24584, 5
24585, 7
24586, 6
24587, 4
24588, 8
24589, 7
24590, 4
24591, 6
24592, 7
24593, 6
24594, 7
24595, 6
24596, 4
24597, 5
24598, 5
24599, 2
24760, 8
24761, 5
24762, 4
24763, 3
24764, 6
24765, 5
24766, 8
24767, 5
24768, 5
24769, 8
24770, 6
24771, 8
24772, 7
24773, 2
24774, 6
24775, 6
24776, 3
24777, 4
24778, 9
24779, 6
24920, 7
24921, 10
24922, 3
24923, 5
24924, 7
24925, 6
24926, 13
24927, 10
24928, 7
24929, 9
24930, 13
24931, 4
24932, 6
24933, 2
24934, 7
24935, 11
24936, 1
24937, 14
24938, 7
24939, 6
25060, 2
25061, 6
25062, 6
25063, 6
25064, 5
25065, 4
25066, 3
25067, 5
25068, 4
25069, 9
25070, 13
25071, 1
25072, 8
25073, 6
25074, 12
25075, 2
25076, 2
25077, 8
25078, 6
25079, 3
25180, 13
25181, 9
25182, 5
25183, 5
25184, 4
25185, 7
25186, 10
25187, 11
25188, 8
25189, 26
25190, 8
25191, 4
25192, 7
25193, 17
25194, 5
25195, 11
25196, 20
25197, 6
25198, 11
25199, 5
25280, 6
25281, 5
25282, 3
25283, 6
25284, 7
25285, 5
25286, 5
25287, 6
25288, 6
25289, 4
25290, 8
25291, 6
25292, 7
25293, 5
25294, 8
25295, 5
25296, 6
25297, 3
25298, 6
25299, 6
25360, 9
25361, 11
25362, 8
25363, 4
25364, 6
25365, 8
25366, 8
25367, 8
25368, 8
25369, 9
25370, 6
25371, 14
25372, 6
25373, 5
25374, 7
25375, 10
25376, 7
25377, 10
25378, 4
25379, 11
25420, 3
25421, 5
25422, 7
25423, 9
25424, 9
25425, 6
25426, 7
25427, 7
25428, 3
25429, 2
25430, 4
25431, 6
25432, 3
25433, 9
25434, 5
25435, 4
25436, 7
25437, 4
25438, 7
25439, 6
25460, 17
25461, 21
25462, 9
25463, 23
25464, 21
25465, 16
25466, 20
25467, 22
25468, 25
25469, 22
25470, 27
25471, 23
25472, 23
25473, 20
25474, 18
25475, 22
25476, 16
25477, 20
25478, 19
25479, 15
25480, 5
25481, 4
25482, 6
25483, 7
25484, 10
25485, 5
25486, 6
25487, 7
25488, 4
25489, 5
25490, 4
25491, 5
25492, 3
25493, 8
25494, 3
25495, 7
25496, 6
25497, 4
25498, 5
25499, 5
