Episode number, episode RL score
21765, 30
21766, 42
21767, 8
21768, 39
21769, 23
21770, 27
21771, 16
21772, 27
21773, 30
21774, 31
21775, 21
21776, 32
21777, 40
21778, 35
21779, 42
22080, 40
22081, 46
22082, 34
22083, 40
22084, 36
22085, 38
22086, 42
22087, 38
22088, 38
22089, 44
22090, 40
22091, 40
22092, 44
22093, 40
22094, 5
22095, 38
22096, 44
22097, 42
22098, 40
22099, 28
22380, 23
22381, 42
22382, 15
22383, 38
22384, 42
22385, 38
22386, 22
22387, 36
22388, 40
22389, 44
22390, 36
22391, 42
22392, 17
22393, 12
22394, 40
22395, 25
22396, 46
22397, 22
22398, 38
22399, 44
22660, 43
22661, 42
22662, 36
22663, 46
22664, 30
22665, 38
22666, 38
22667, 36
22668, 37
22669, 32
22670, 42
22671, 38
22672, 32
22673, 36
22674, 33
22675, 32
22676, 40
22677, 40
22678, 36
22679, 40
22920, 46
22921, 42
22922, 44
22923, 38
22924, 12
22925, 44
22926, 10
22927, 11
22928, 44
22929, 40
22930, 42
22931, 13
22932, 37
22933, 42
22934, 44
22935, 40
22936, 40
22937, 38
22938, 7
22939, 21
23160, 33
23161, 31
23162, 27
23163, 23
23164, 27
23165, 19
23166, 28
23167, 26
23168, 28
23169, 31
23170, 26
23171, 26
23172, 25
23173, 25
23174, 21
23175, 27
23176, 26
23177, 24
23178, 24
23179, 12
23380, 38
23381, 32
23382, 19
23383, 38
23384, 33
23385, 31
23386, 38
23387, 31
23388, 37
23389, 29
23390, 25
23391, 22
23392, 44
23393, 19
23394, 42
23395, 48
23396, 12
23397, 34
23398, 40
23399, 38
23580, 19
23581, 38
23582, 36
23583, 15
23584, 40
23585, 46
23586, 7
23587, 32
23588, 27
23589, 39
23590, 30
23591, 36
23592, 26
23593, 23
23594, 46
23595, 43
23596, 38
23597, 38
23598, 25
23599, 35
23760, 14
23761, 23
23762, 40
23763, 42
23764, 44
23765, 36
23766, 26
23767, 25
23768, 5
23769, 6
23770, 22
23771, 25
23772, 44
23773, 15
23774, 42
23775, 24
23776, 8
23777, 21
23778, 6
23779, 40
23920, 20
23921, 11
23922, 21
23923, 13
23924, 30
23925, 39
23926, 44
23927, 36
23928, 40
23929, 42
23930, 44
23931, 44
23932, 35
23933, 28
23934, 11
23935, 13
23936, 26
23937, 28
23938, 7
23939, 25
24060, 32
24061, 42
24062, 44
24063, 36
24064, 36
24065, 48
24066, 38
24067, 21
24068, 44
24069, 11
24070, 42
24071, 38
24072, 40
24073, 42
24074, 26
24075, 42
24076, 34
24077, 35
24078, 42
24079, 22
24180, 24
24181, 20
24182, 16
24183, 24
24184, 24
24185, 24
24186, 23
24187, 24
24188, 26
24189, 21
24190, 25
24191, 24
24192, 24
24193, 21
24194, 23
24195, 25
24196, 18
24197, 19
24198, 23
24199, 22
24280, 38
24281, 38
24282, 42
24283, 38
24284, 42
24285, 38
24286, 40
24287, 40
24288, 15
24289, 42
24290, 9
24291, 40
24292, 42
24293, 42
24294, 34
24295, 46
24296, 14
24297, 30
24298, 46
24299, 44
24360, 33
24361, 38
24362, 24
24363, 25
24364, 22
24365, 29
24366, 23
24367, 33
24368, 21
24369, 27
24370, 32
24371, 29
24372, 24
24373, 29
24374, 26
24375, 33
24376, 20
24377, 20
24378, 27
24379, 21
24420, 8
24421, 16
24422, 8
24423, 9
24424, 9
24425, 19
24426, 26
24427, 6
24428, 11
24429, 5
24430, 23
24431, 8
24432, 10
24433, 18
24434, 8
24435, 19
24436, 7
24437, 5
24438, 6
24439, 9
24460, 22
24461, 21
24462, 23
24463, 12
24464, 24
24465, 23
24466, 22
24467, 22
24468, 20
24469, 24
24470, 17
24471, 17
24472, 24
24473, 23
24474, 21
24475, 24
24476, 23
24477, 25
24478, 22
24479, 25
24480, 42
24481, 33
24482, 23
24483, 38
24484, 46
24485, 38
24486, 44
24487, 34
24488, 21
24489, 21
24490, 42
24491, 25
24492, 9
24493, 44
24494, 44
24495, 46
24496, 44
24497, 18
24498, 42
24499, 18
