Episode number, episode RL score
17470, 9
17471, 15
17472, 5
17473, 10
17474, 9
17475, 13
17476, 3
17477, 14
17478, 5
17479, 6
17980, 5
17981, 7
17982, 5
17983, 5
17984, 8
17985, 4
17986, 6
17987, 4
17988, 5
17989, 5
17990, 3
17991, 7
17992, 6
17993, 2
17994, 8
17995, 4
17996, 6
17997, 6
17998, 6
17999, 7
18480, 5
18481, 6
18482, 7
18483, 3
18484, 5
18485, 8
18486, 5
18487, 3
18488, 7
18489, 5
18490, 3
18491, 5
18492, 4
18493, 6
18494, 6
18495, 19
18496, 19
18497, 5
18498, 21
18499, 3
18960, 3
18961, 5
18962, 7
18963, 3
18964, 2
18965, 9
18966, 6
18967, 6
18968, 6
18969, 5
18970, 6
18971, 6
18972, 4
18973, 6
18974, 7
18975, 6
18976, 5
18977, 6
18978, 3
18979, 6
19420, 5
19421, 5
19422, 7
19423, 7
19424, 2
19425, 6
19426, 4
19427, 6
19428, 3
19429, 7
19430, 6
19431, 6
19432, 4
19433, 4
19434, 6
19435, 7
19436, 5
19437, 7
19438, 5
19439, 7
19860, 7
19861, 5
19862, 5
19863, 3
19864, 4
19865, 3
19866, 6
19867, 5
19868, 6
19869, 4
19870, 7
19871, 4
19872, 5
19873, 4
19874, 4
19875, 7
19876, 2
19877, 5
19878, 4
19879, 4
20280, 5
20281, 3
20282, 6
20283, 7
20284, 6
20285, 7
20286, 3
20287, 4
20288, 9
20289, 5
20290, 4
20291, 5
20292, 7
20293, 7
20294, 4
20295, 6
20296, 8
20297, 6
20298, 6
20299, 6
20680, 14
20681, 22
20682, 3
20683, 11
20684, 15
20685, 9
20686, 10
20687, 9
20688, 27
20689, 6
20690, 6
20691, 11
20692, 5
20693, 9
20694, 5
20695, 17
20696, 11
20697, 5
20698, 4
20699, 5
21060, 5
21061, 6
21062, 3
21063, 5
21064, 6
21065, 6
21066, 7
21067, 3
21068, 7
21069, 3
21070, 7
21071, 6
21072, 5
21073, 5
21074, 7
21075, 3
21076, 6
21077, 6
21078, 2
21079, 8
21420, 5
21421, 4
21422, 6
21423, 3
21424, 6
21425, 4
21426, 7
21427, 4
21428, 7
21429, 5
21430, 6
21431, 4
21432, 6
21433, 4
21434, 4
21435, 6
21436, 6
21437, 6
21438, 5
21439, 5
21760, 6
21761, 7
21762, 7
21763, 6
21764, 7
21765, 5
21766, 6
21767, 5
21768, 4
21769, 5
21770, 4
21771, 5
21772, 4
21773, 6
21774, 4
21775, 7
21776, 5
21777, 8
21778, 8
21779, 8
22080, 5
22081, 17
22082, 20
22083, 13
22084, 21
22085, 12
22086, 23
22087, 13
22088, 17
22089, 12
22090, 17
22091, 16
22092, 22
22093, 7
22094, 10
22095, 19
22096, 13
22097, 12
22098, 16
22099, 22
22380, 6
22381, 4
22382, 6
22383, 7
22384, 8
22385, 3
22386, 6
22387, 5
22388, 4
22389, 6
22390, 6
22391, 7
22392, 5
22393, 7
22394, 4
22395, 5
22396, 4
22397, 4
22398, 5
22399, 7
22660, 26
22661, 18
22662, 24
22663, 7
22664, 6
22665, 24
22666, 9
22667, 15
22668, 17
22669, 16
22670, 13
22671, 19
22672, 12
22673, 21
22674, 27
22675, 21
22676, 15
22677, 22
22678, 23
22679, 22
22920, 4
22921, 12
22922, 3
22923, 6
22924, 10
22925, 8
22926, 19
22927, 11
22928, 23
22929, 11
22930, 23
22931, 9
22932, 9
22933, 6
22934, 12
22935, 12
22936, 10
22937, 8
22938, 5
22939, 5
23160, 5
23161, 4
23162, 6
23163, 7
23164, 4
23165, 6
23166, 4
23167, 6
23168, 6
23169, 6
23170, 5
23171, 5
23172, 5
23173, 6
23174, 4
23175, 4
23176, 4
23177, 6
23178, 5
23179, 6
23380, 5
23381, 5
23382, 2
23383, 5
23384, 6
23385, 4
23386, 7
23387, 7
23388, 7
23389, 7
23390, 6
23391, 9
23392, 3
23393, 6
23394, 5
23395, 6
23396, 8
23397, 7
23398, 5
23399, 6
23580, 5
23581, 7
23582, 8
23583, 4
23584, 6
23585, 6
23586, 5
23587, 5
23588, 6
23589, 5
23590, 8
23591, 6
23592, 6
23593, 5
23594, 6
23595, 6
23596, 9
23597, 7
23598, 7
23599, 7
23760, 5
23761, 5
23762, 5
23763, 6
23764, 6
23765, 4
23766, 4
23767, 3
23768, 3
23769, 4
23770, 3
23771, 7
23772, 5
23773, 3
23774, 5
23775, 7
23776, 4
23777, 7
23778, 6
23779, 7
23920, 10
23921, 4
23922, 8
23923, 7
23924, 3
23925, 4
23926, 6
23927, 2
23928, 5
23929, 9
23930, 7
23931, 14
23932, 7
23933, 13
23934, 10
23935, 13
23936, 7
23937, 3
23938, 6
23939, 5
24060, 9
24061, 8
24062, 2
24063, 7
24064, 5
24065, 6
24066, 7
24067, 7
24068, 3
24069, 5
24070, 5
24071, 4
24072, 9
24073, 2
24074, 5
24075, 7
24076, 8
24077, 6
24078, 3
24079, 7
24180, 11
24181, 7
24182, 12
24183, 9
24184, 13
24185, 11
24186, 9
24187, 8
24188, 9
24189, 15
24190, 10
24191, 16
24192, 7
24193, 4
24194, 5
24195, 12
24196, 5
24197, 11
24198, 13
24199, 3
24280, 5
24281, 6
24282, 6
24283, 5
24284, 3
24285, 5
24286, 9
24287, 5
24288, 4
24289, 7
24290, 7
24291, 7
24292, 4
24293, 3
24294, 8
24295, 3
24296, 5
24297, 8
24298, 5
24299, 5
24360, 4
24361, 9
24362, 8
24363, 10
24364, 5
24365, 13
24366, 2
24367, 8
24368, 10
24369, 7
24370, 11
24371, 6
24372, 9
24373, 6
24374, 12
24375, 11
24376, 8
24377, 7
24378, 13
24379, 8
24420, 6
24421, 6
24422, 5
24423, 6
24424, 4
24425, 4
24426, 6
24427, 7
24428, 3
24429, 6
24430, 5
24431, 4
24432, 6
24433, 5
24434, 5
24435, 6
24436, 5
24437, 5
24438, 6
24439, 6
24460, 20
24461, 18
24462, 19
24463, 23
24464, 21
24465, 25
24466, 15
24467, 25
24468, 20
24469, 10
24470, 24
24471, 20
24472, 18
24473, 17
24474, 17
24475, 23
24476, 22
24477, 17
24478, 22
24479, 29
24480, 7
24481, 6
24482, 6
24483, 4
24484, 6
24485, 3
24486, 5
24487, 3
24488, 6
24489, 3
24490, 6
24491, 5
24492, 5
24493, 2
24494, 5
24495, 4
24496, 6
24497, 6
24498, 7
24499, 6
