Episode number, episode RL score
6, 42
7, 42
8, 38
9, 38
10, 35
11, 38
12, 35
13, 40
14, 36
15, 42
16, 44
17, 50
18, 40
19, 46
0, 25
1, 25
2, 27
3, 25
4, 26
5, 21
6, 26
7, 25
8, 24
9, 15
10, 20
11, 23
12, 20
13, 21
14, 24
15, 24
16, 26
17, 22
18, 26
19, 25
0, 13
1, 7
2, 4
3, 5
4, 4
5, 7
6, 4
7, 7
8, 3
9, 7
10, 6
11, 32
12, 5
13, 6
14, 7
15, 6
16, 6
17, 16
18, 6
19, 6
0, 33
1, 33
2, 21
3, 28
4, 28
5, 34
6, 32
7, 27
8, 32
9, 34
10, 26
11, 27
12, 22
13, 26
14, 28
15, 27
16, 31
17, 27
18, 31
19, 24
0, 25
1, 25
2, 21
3, 27
4, 23
5, 24
6, 25
7, 27
8, 27
9, 24
10, 26
11, 26
12, 26
13, 21
14, 21
15, 20
16, 28
17, 23
18, 26
19, 21
0, 38
1, 31
2, 35
3, 31
4, 37
5, 40
6, 21
7, 36
8, 35
9, 30
10, 32
11, 33
12, 40
13, 37
14, 26
15, 38
16, 17
17, 24
18, 28
19, 35
0, 48
1, 42
2, 40
3, 44
4, 28
5, 42
6, 16
7, 28
8, 44
9, 40
10, 40
11, 42
12, 10
13, 34
14, 22
15, 42
16, 42
17, 20
18, 36
19, 44
0, 44
1, 44
2, 25
3, 33
4, 31
5, 17
6, 36
7, 11
8, 32
9, 27
10, 28
11, 31
12, 22
13, 21
14, 8
15, 16
16, 11
17, 50
18, 22
19, 30
0, 32
1, 30
2, 32
3, 28
4, 28
5, 34
6, 32
7, 34
8, 30
9, 29
10, 35
11, 28
12, 32
13, 24
14, 30
15, 28
16, 24
17, 29
18, 25
19, 35
0, 30
1, 20
2, 38
3, 19
4, 22
5, 44
6, 24
7, 20
8, 32
9, 38
10, 36
11, 25
12, 33
13, 38
14, 29
15, 32
16, 46
17, 23
18, 15
19, 28
0, 21
1, 23
2, 16
3, 44
4, 24
5, 32
6, 32
7, 31
8, 48
9, 28
10, 39
11, 25
12, 38
13, 19
14, 17
15, 31
16, 24
17, 31
18, 35
19, 16
0, 12
1, 42
2, 9
3, 26
4, 17
5, 9
6, 46
7, 39
8, 44
9, 40
10, 44
11, 40
12, 46
13, 46
14, 37
15, 44
16, 36
17, 40
18, 19
19, 42
0, 18
1, 23
2, 38
3, 23
4, 24
5, 7
6, 38
7, 19
8, 29
9, 7
10, 32
11, 23
12, 27
13, 28
14, 40
15, 30
16, 34
17, 36
18, 29
19, 23
0, 36
1, 34
2, 21
3, 46
4, 38
5, 46
6, 34
7, 38
8, 40
9, 36
10, 36
11, 42
12, 46
13, 38
14, 38
15, 40
16, 40
17, 40
18, 40
19, 38
0, 44
1, 34
2, 42
3, 11
4, 38
5, 31
6, 42
7, 44
8, 36
9, 46
10, 20
11, 44
12, 28
13, 44
14, 40
15, 44
16, 42
17, 44
18, 40
19, 38
0, 40
1, 43
2, 38
3, 40
4, 48
5, 32
6, 38
7, 36
8, 42
9, 40
10, 44
11, 46
12, 44
13, 42
14, 32
15, 32
16, 38
17, 44
18, 46
19, 38
0, 42
1, 16
2, 44
3, 15
4, 24
5, 11
6, 26
7, 16
8, 46
9, 25
10, 38
11, 23
12, 36
13, 42
14, 21
15, 40
16, 42
17, 44
18, 34
19, 40
0, 26
1, 25
2, 27
3, 30
4, 25
5, 31
6, 27
7, 26
8, 28
9, 22
10, 25
11, 27
12, 25
13, 28
14, 30
15, 24
16, 20
17, 27
18, 19
19, 22
0, 44
1, 39
2, 14
3, 32
4, 38
5, 9
6, 34
7, 15
8, 40
9, 34
10, 42
11, 30
12, 27
13, 44
14, 17
15, 10
16, 48
17, 38
18, 38
19, 36
0, 11
1, 42
2, 44
3, 21
4, 18
5, 22
6, 34
7, 7
8, 32
9, 46
10, 39
11, 33
12, 6
13, 27
14, 44
15, 23
16, 31
17, 27
18, 46
19, 42
0, 19
1, 42
2, 31
3, 31
4, 6
5, 36
6, 42
7, 36
8, 34
9, 34
10, 28
11, 42
12, 40
13, 44
14, 40
15, 44
16, 44
17, 15
18, 14
19, 9
0, 40
1, 31
2, 34
3, 48
4, 23
5, 26
6, 24
7, 42
8, 21
9, 20
10, 18
11, 32
12, 44
13, 48
14, 39
15, 36
16, 38
17, 33
18, 16
19, 40
0, 42
1, 26
2, 40
3, 2
4, 44
5, 36
6, 44
7, 38
8, 42
9, 20
10, 38
11, 44
12, 38
13, 4
14, 36
15, 40
16, 44
17, 40
18, 40
19, 46
0, 24
1, 25
2, 24
3, 26
4, 27
5, 17
6, 25
7, 25
8, 24
9, 22
10, 25
11, 26
12, 12
13, 22
14, 24
15, 24
16, 24
17, 22
18, 22
19, 19
0, 17
1, 26
2, 38
3, 42
4, 38
5, 42
6, 23
7, 32
8, 34
9, 38
10, 40
11, 9
12, 25
13, 44
14, 17
15, 38
16, 44
17, 18
18, 38
19, 36
0, 24
1, 24
2, 33
3, 22
4, 33
5, 30
6, 37
7, 31
8, 34
9, 34
10, 19
11, 27
12, 22
13, 22
14, 29
15, 42
16, 33
17, 20
18, 27
19, 27
0, 36
1, 11
2, 31
3, 14
4, 23
5, 26
6, 15
7, 12
8, 17
9, 13
10, 28
11, 16
12, 20
13, 8
14, 26
15, 16
16, 10
17, 31
18, 7
19, 21
0, 29
1, 20
2, 21
3, 24
4, 8
5, 9
6, 22
7, 30
8, 25
9, 21
10, 23
11, 22
12, 21
13, 24
14, 18
15, 23
16, 27
17, 20
18, 28
19, 26
0, 36
1, 42
2, 26
3, 44
4, 48
5, 46
6, 36
7, 42
8, 50
9, 28
10, 40
11, 40
12, 42
13, 11
14, 21
15, 44
16, 10
17, 42
18, 34
19, 12
