Episode number, episode RL score
10, 23
11, 35
12, 24
13, 23
14, 28
15, 21
16, 19
17, 33
18, 12
19, 19
0, 30
1, 36
2, 35
3, 36
4, 36
5, 36
6, 44
7, 30
8, 36
9, 36
10, 36
11, 34
12, 40
13, 22
14, 24
15, 38
16, 35
17, 32
18, 31
19, 36
0, 36
1, 40
2, 36
3, 38
4, 42
5, 33
6, 36
7, 36
8, 21
9, 40
10, 16
11, 33
12, 42
13, 40
14, 38
15, 37
16, 44
17, 46
18, 29
19, 34
0, 35
1, 36
2, 32
3, 11
4, 32
5, 42
6, 40
7, 34
8, 36
9, 36
10, 38
11, 35
12, 35
13, 38
14, 37
15, 42
16, 36
17, 38
18, 44
19, 32
0, 29
1, 29
2, 36
3, 33
4, 13
5, 24
6, 38
7, 17
8, 38
9, 9
10, 36
11, 25
12, 32
13, 22
14, 29
15, 42
16, 42
17, 30
18, 34
19, 42
0, 34
1, 36
2, 34
3, 36
4, 28
5, 29
6, 25
7, 40
8, 12
9, 28
10, 38
11, 34
12, 21
13, 40
14, 38
15, 40
16, 34
17, 26
18, 40
19, 38
0, 42
1, 40
2, 42
3, 38
4, 44
5, 38
6, 40
7, 36
8, 42
9, 42
10, 36
11, 34
12, 38
13, 42
14, 44
15, 36
16, 40
17, 40
18, 38
19, 40
0, 23
1, 30
2, 18
3, 18
4, 25
5, 15
6, 20
7, 12
8, 23
9, 19
10, 19
11, 12
12, 19
13, 19
14, 17
15, 12
16, 13
17, 18
18, 9
19, 28
0, 35
1, 44
2, 36
3, 31
4, 15
5, 17
6, 30
7, 33
8, 24
9, 40
10, 13
11, 36
12, 38
13, 29
14, 24
15, 31
16, 34
17, 24
18, 14
19, 35
0, 44
1, 46
2, 38
3, 38
4, 38
5, 38
6, 42
7, 44
8, 38
9, 34
10, 40
11, 38
12, 38
13, 18
14, 40
15, 33
16, 32
17, 34
18, 42
19, 42
0, 25
1, 26
2, 30
3, 23
4, 30
5, 29
6, 21
7, 23
8, 26
9, 29
10, 26
11, 31
12, 26
13, 31
14, 26
15, 26
16, 17
17, 16
18, 33
19, 22
0, 42
1, 32
2, 32
3, 40
4, 36
5, 34
6, 38
7, 16
8, 31
9, 40
10, 46
11, 40
12, 44
13, 34
14, 32
15, 38
16, 38
17, 36
18, 44
19, 40
0, 32
1, 34
2, 36
3, 40
4, 11
5, 42
6, 20
7, 36
8, 36
9, 8
10, 34
11, 42
12, 32
13, 38
14, 21
15, 36
16, 36
17, 12
18, 35
19, 40
0, 33
1, 26
2, 30
3, 33
4, 25
5, 29
6, 25
7, 15
8, 7
9, 21
10, 36
11, 36
12, 38
13, 6
14, 36
15, 23
16, 17
17, 29
18, 42
19, 27
0, 15
1, 33
2, 42
3, 36
4, 32
5, 23
6, 36
7, 31
8, 26
9, 25
10, 30
11, 18
12, 32
13, 34
14, 29
15, 42
16, 38
17, 28
18, 25
19, 15
0, 32
1, 38
2, 38
3, 42
4, 36
5, 42
6, 40
7, 42
8, 38
9, 36
10, 34
11, 38
12, 37
13, 38
14, 38
15, 38
16, 34
17, 36
18, 38
19, 34
0, 12
1, 10
2, 14
3, 6
4, 13
5, 11
6, 21
7, 20
8, 11
9, 17
10, 9
11, 11
12, 13
13, 16
14, 11
15, 21
16, 11
17, 14
18, 29
19, 16
0, 19
1, 36
2, 42
3, 21
4, 37
5, 35
6, 31
7, 40
8, 32
9, 14
10, 26
11, 33
12, 29
13, 36
14, 38
15, 37
16, 25
17, 42
18, 21
19, 28
0, 38
1, 42
2, 36
3, 7
4, 12
5, 29
6, 38
7, 14
8, 11
9, 46
10, 22
11, 8
12, 42
13, 9
14, 22
15, 35
16, 31
17, 20
18, 34
19, 29
0, 21
1, 11
2, 17
3, 25
4, 18
5, 11
6, 18
7, 9
8, 18
9, 9
10, 14
11, 9
12, 28
13, 15
14, 9
15, 10
16, 24
17, 21
18, 27
19, 27
0, 42
1, 42
2, 34
3, 36
4, 42
5, 36
6, 36
7, 42
8, 38
9, 36
10, 40
11, 38
12, 42
13, 40
14, 40
15, 32
16, 38
17, 38
18, 36
19, 40
0, 29
1, 36
2, 36
3, 36
4, 22
5, 23
6, 38
7, 40
8, 25
9, 24
10, 42
11, 40
12, 34
13, 19
14, 42
15, 34
16, 40
17, 42
18, 42
19, 40
0, 38
1, 42
2, 36
3, 36
4, 40
5, 28
6, 46
7, 42
8, 38
9, 46
10, 31
11, 23
12, 44
13, 28
14, 38
15, 5
16, 21
17, 38
18, 9
19, 40
0, 46
1, 40
2, 36
3, 40
4, 33
5, 33
6, 31
7, 25
8, 33
9, 30
10, 34
11, 23
12, 40
13, 42
14, 33
15, 28
16, 34
17, 44
18, 28
19, 38
0, 36
1, 27
2, 38
3, 29
4, 37
5, 40
6, 40
7, 40
8, 42
9, 32
10, 38
11, 35
12, 38
13, 42
14, 42
15, 46
16, 36
17, 29
18, 35
19, 36
0, 32
1, 38
2, 38
3, 42
4, 26
5, 40
6, 38
7, 38
8, 40
9, 32
10, 40
11, 19
12, 33
13, 30
14, 36
15, 34
16, 42
17, 38
18, 44
19, 38
0, 40
1, 36
2, 36
3, 42
4, 40
5, 32
6, 40
7, 38
8, 36
9, 44
10, 38
11, 32
12, 40
13, 36
14, 36
15, 40
16, 42
17, 42
18, 22
19, 34
0, 38
1, 36
2, 38
3, 42
4, 38
5, 40
6, 40
7, 32
8, 40
9, 39
10, 38
11, 31
12, 13
13, 36
14, 42
15, 42
16, 34
17, 38
18, 38
19, 38
0, 23
1, 30
2, 18
3, 21
4, 37
5, 36
6, 15
7, 31
8, 25
9, 11
10, 21
11, 5
12, 37
13, 31
14, 21
15, 32
16, 35
17, 29
18, 16
19, 26
0, 38
1, 42
2, 36
3, 36
4, 38
5, 44
6, 32
7, 34
8, 48
9, 38
10, 38
11, 38
12, 40
13, 36
14, 40
15, 36
16, 38
17, 38
18, 32
19, 38
0, 31
1, 42
2, 34
3, 38
4, 40
5, 34
6, 40
7, 34
8, 33
9, 40
10, 40
11, 34
12, 40
13, 33
14, 40
15, 34
16, 36
17, 38
18, 44
19, 36
0, 42
1, 38
2, 38
3, 34
4, 36
5, 36
6, 34
7, 40
8, 44
9, 44
10, 40
11, 34
12, 38
13, 38
14, 38
15, 42
16, 40
17, 34
18, 36
19, 34
0, 24
1, 31
2, 38
3, 20
4, 26
5, 35
6, 38
7, 40
8, 34
9, 22
10, 29
11, 11
12, 38
13, 34
14, 18
15, 13
16, 36
17, 30
18, 21
19, 22
0, 24
1, 12
2, 40
3, 42
4, 11
5, 17
6, 40
7, 23
8, 35
9, 4
10, 32
11, 42
12, 10
13, 25
14, 38
15, 36
16, 23
17, 36
18, 40
19, 30
0, 7
1, 4
2, 3
3, 4
4, 6
5, 5
6, 7
7, 5
8, 8
9, 4
10, 7
11, 4
12, 5
13, 5
14, 4
15, 4
16, 7
17, 3
18, 6
19, 4
0, 46
1, 38
2, 33
3, 37
4, 19
5, 35
6, 36
7, 30
8, 44
9, 34
10, 40
11, 30
12, 38
13, 13
14, 32
15, 31
16, 34
17, 36
18, 36
19, 38
0, 33
1, 42
2, 38
3, 36
4, 42
5, 40
6, 24
7, 38
8, 34
9, 44
10, 38
11, 42
12, 25
13, 36
14, 40
15, 29
16, 19
17, 36
18, 33
19, 42
0, 10
1, 28
2, 37
3, 9
4, 10
5, 17
6, 19
7, 23
8, 11
9, 23
10, 15
11, 37
12, 28
13, 11
14, 30
15, 25
16, 16
17, 11
18, 17
19, 11
0, 30
1, 38
2, 36
3, 40
4, 36
5, 38
6, 40
7, 32
8, 38
9, 34
10, 44
11, 36
12, 36
13, 36
14, 36
15, 44
16, 36
17, 38
18, 42
19, 44
0, 16
1, 32
2, 25
3, 10
4, 29
5, 32
6, 14
7, 21
8, 23
9, 21
10, 35
11, 16
12, 14
13, 35
14, 29
15, 28
16, 24
17, 24
18, 30
19, 10
0, 25
1, 21
2, 24
3, 11
4, 27
5, 13
6, 30
7, 27
8, 23
9, 17
10, 25
11, 9
12, 27
13, 19
14, 18
15, 18
16, 24
17, 26
18, 30
19, 20
0, 40
1, 32
2, 24
3, 42
4, 40
5, 40
6, 11
7, 36
8, 42
9, 40
10, 38
11, 34
12, 40
13, 40
14, 37
15, 36
16, 36
17, 38
18, 36
19, 20
0, 28
1, 26
2, 9
3, 10
4, 24
5, 12
6, 15
7, 15
8, 35
9, 8
10, 37
11, 20
12, 16
13, 17
14, 5
15, 15
16, 11
17, 27
18, 26
19, 14
0, 37
1, 30
2, 6
3, 4
4, 7
5, 7
6, 8
7, 6
8, 17
9, 40
10, 32
11, 5
12, 31
13, 38
14, 23
15, 36
16, 4
17, 7
18, 40
19, 5
0, 25
1, 24
2, 31
3, 34
4, 31
5, 25
6, 20
7, 32
8, 35
9, 32
10, 35
11, 25
12, 26
13, 39
14, 30
15, 23
16, 34
17, 26
18, 19
19, 36
0, 37
1, 29
2, 24
3, 21
4, 17
5, 34
6, 29
7, 33
8, 27
9, 27
10, 21
11, 25
12, 33
13, 29
14, 33
15, 32
16, 20
17, 17
18, 40
19, 34
0, 13
1, 11
2, 12
3, 14
4, 15
5, 18
6, 13
7, 12
8, 10
9, 23
10, 11
11, 11
12, 7
13, 14
14, 14
15, 10
16, 15
17, 7
18, 12
19, 9
0, 31
1, 34
2, 38
3, 38
4, 36
5, 12
6, 36
7, 38
8, 15
9, 38
10, 31
11, 38
12, 32
13, 42
14, 38
15, 33
16, 36
17, 40
18, 38
19, 37
0, 11
1, 40
2, 42
3, 36
4, 30
5, 36
6, 40
7, 36
8, 38
9, 40
10, 46
11, 48
12, 38
13, 36
14, 38
15, 36
16, 40
17, 34
18, 34
19, 38
0, 19
1, 8
2, 38
3, 23
4, 5
5, 16
6, 5
7, 5
8, 4
9, 43
10, 7
11, 5
12, 16
13, 4
14, 19
15, 40
16, 42
17, 46
18, 20
19, 6
0, 6
1, 29
2, 31
3, 32
4, 17
5, 30
6, 30
7, 36
8, 26
9, 15
10, 16
11, 14
12, 32
13, 30
14, 32
15, 38
16, 31
17, 29
18, 27
19, 29
0, 40
1, 42
2, 32
3, 40
4, 44
5, 36
6, 32
7, 40
8, 40
9, 34
10, 36
11, 40
12, 38
13, 40
14, 48
15, 40
16, 34
17, 34
18, 34
19, 32
0, 34
1, 40
2, 42
3, 40
4, 30
5, 36
6, 36
7, 36
8, 38
9, 38
10, 36
11, 38
12, 40
13, 40
14, 34
15, 40
16, 42
17, 42
18, 40
19, 36
0, 34
1, 36
2, 34
3, 38
4, 36
5, 42
6, 32
7, 36
8, 40
9, 38
10, 36
11, 34
12, 38
13, 36
14, 40
15, 44
16, 38
17, 42
18, 42
19, 38
0, 3
1, 24
2, 28
3, 27
4, 19
5, 18
6, 12
7, 15
8, 34
9, 22
10, 11
11, 5
12, 15
13, 24
14, 5
15, 25
16, 5
17, 18
18, 6
19, 4
0, 38
1, 38
2, 34
3, 34
4, 33
5, 36
6, 23
7, 35
8, 30
9, 38
10, 36
11, 42
12, 31
13, 30
14, 36
15, 32
16, 34
17, 27
18, 36
19, 36
0, 33
1, 36
2, 42
3, 39
4, 37
5, 42
6, 32
7, 21
8, 32
9, 28
10, 36
11, 34
12, 40
13, 31
14, 36
15, 38
16, 18
17, 31
18, 19
19, 40
0, 36
1, 46
2, 36
3, 44
4, 42
5, 34
6, 32
7, 38
8, 42
9, 34
10, 44
11, 36
12, 40
13, 38
14, 34
15, 30
16, 44
17, 40
18, 42
19, 38
0, 42
1, 38
2, 42
3, 44
4, 46
5, 36
6, 38
7, 36
8, 34
9, 34
10, 36
11, 40
12, 38
13, 36
14, 48
15, 38
16, 38
17, 35
18, 40
19, 38
0, 28
1, 28
2, 25
3, 10
4, 13
5, 18
6, 15
7, 30
8, 34
9, 33
10, 29
11, 38
12, 24
13, 10
14, 22
15, 30
16, 3
17, 17
18, 36
19, 12
0, 29
1, 8
2, 22
3, 16
4, 15
5, 26
6, 15
7, 9
8, 8
9, 11
10, 14
11, 8
12, 12
13, 14
14, 10
15, 13
16, 9
17, 8
18, 9
19, 12
0, 31
1, 30
2, 27
3, 31
4, 36
5, 35
6, 11
7, 33
8, 26
9, 30
10, 38
11, 32
12, 23
13, 15
14, 36
15, 36
16, 32
17, 38
18, 34
19, 36
0, 38
1, 40
2, 37
3, 32
4, 34
5, 36
6, 40
7, 38
8, 42
9, 36
10, 36
11, 40
12, 42
13, 36
14, 34
15, 40
16, 38
17, 42
18, 38
19, 40
0, 26
1, 2
2, 44
3, 13
4, 23
5, 29
6, 35
7, 33
8, 35
9, 42
10, 9
11, 29
12, 35
13, 38
14, 14
15, 32
16, 40
17, 34
18, 42
19, 13
0, 16
1, 17
2, 11
3, 14
4, 11
5, 10
6, 12
7, 14
8, 18
9, 18
10, 23
11, 15
12, 9
13, 16
14, 23
15, 10
16, 10
17, 13
18, 20
19, 16
0, 26
1, 25
2, 46
3, 40
4, 32
5, 36
6, 17
7, 20
8, 40
9, 35
10, 10
11, 35
12, 5
13, 39
14, 38
15, 44
16, 34
17, 23
18, 32
19, 21
0, 34
1, 15
2, 33
3, 33
4, 40
5, 36
6, 38
7, 25
8, 34
9, 40
10, 36
11, 40
12, 35
13, 26
14, 40
15, 38
16, 34
17, 31
18, 42
19, 37
0, 26
1, 33
2, 24
3, 20
4, 5
5, 13
6, 16
7, 26
8, 21
9, 27
10, 9
11, 11
12, 14
13, 14
14, 27
15, 27
16, 12
17, 23
18, 15
19, 17
0, 40
1, 38
2, 38
3, 42
4, 44
5, 36
6, 36
7, 36
8, 40
9, 31
10, 36
11, 38
12, 38
13, 40
14, 44
15, 32
16, 38
17, 36
18, 38
19, 34
0, 33
1, 38
2, 39
3, 36
4, 42
5, 34
6, 35
7, 38
8, 38
9, 36
10, 40
11, 34
12, 32
13, 34
14, 34
15, 40
16, 36
17, 33
18, 35
19, 34
0, 14
1, 24
2, 17
3, 33
4, 36
5, 28
6, 24
7, 22
8, 17
9, 19
10, 19
11, 27
12, 25
13, 12
14, 15
15, 36
16, 27
17, 21
18, 23
19, 23
0, 11
1, 5
2, 8
3, 13
4, 19
5, 12
6, 15
7, 5
8, 10
9, 8
10, 13
11, 29
12, 10
13, 35
14, 9
15, 16
16, 34
17, 12
18, 9
19, 12
0, 35
1, 42
2, 25
3, 9
4, 35
5, 35
6, 38
7, 40
8, 38
9, 18
10, 37
11, 34
12, 30
13, 36
14, 42
15, 44
16, 29
17, 22
18, 42
19, 35
0, 25
1, 42
2, 17
3, 42
4, 30
5, 40
6, 27
7, 46
8, 42
9, 42
10, 44
11, 40
12, 25
13, 30
14, 40
15, 20
16, 40
17, 34
18, 40
19, 26
0, 24
1, 9
2, 19
3, 36
4, 31
5, 25
6, 27
7, 7
8, 38
9, 38
10, 28
11, 33
12, 20
13, 35
14, 34
15, 7
16, 24
17, 9
18, 38
19, 34
0, 26
1, 22
2, 22
3, 24
4, 22
5, 17
6, 20
7, 24
8, 32
9, 28
10, 24
11, 31
12, 21
13, 30
14, 26
15, 22
16, 20
17, 15
18, 17
19, 17
0, 36
1, 38
2, 42
3, 40
4, 36
5, 40
6, 40
7, 34
8, 42
9, 44
10, 44
11, 42
12, 36
13, 34
14, 40
15, 36
16, 34
17, 40
18, 38
19, 44
0, 16
1, 40
2, 26
3, 40
4, 16
5, 42
6, 20
7, 19
8, 36
9, 36
10, 9
11, 34
12, 21
13, 5
14, 38
15, 19
16, 31
17, 40
18, 42
19, 31
0, 23
1, 21
2, 19
3, 25
4, 18
5, 29
6, 22
7, 38
8, 29
9, 31
10, 24
11, 30
12, 27
13, 33
14, 17
15, 25
16, 25
17, 24
18, 20
19, 34
0, 37
1, 25
2, 24
3, 23
4, 32
5, 17
6, 20
7, 16
8, 30
9, 30
10, 35
11, 12
12, 23
13, 21
14, 27
15, 40
16, 17
17, 18
18, 6
19, 6
0, 28
1, 8
2, 29
3, 18
4, 36
5, 23
6, 36
7, 19
8, 5
9, 16
10, 12
11, 9
12, 10
13, 23
14, 9
15, 28
16, 36
17, 13
18, 33
19, 17
0, 5
1, 6
2, 2
3, 6
4, 3
5, 40
6, 5
7, 13
8, 6
9, 12
10, 16
11, 6
12, 12
13, 4
14, 4
15, 5
16, 8
17, 11
18, 4
19, 3
0, 35
1, 35
2, 34
3, 38
4, 12
5, 32
6, 20
7, 8
8, 31
9, 36
10, 24
11, 26
12, 14
13, 31
14, 21
15, 33
16, 34
17, 31
18, 21
19, 42
0, 33
1, 35
2, 31
3, 36
4, 38
5, 46
6, 32
7, 36
8, 34
9, 40
10, 36
11, 32
12, 28
13, 27
14, 42
15, 36
16, 36
17, 39
18, 42
19, 34
0, 40
1, 38
2, 36
3, 42
4, 36
5, 36
6, 36
7, 34
8, 36
9, 30
10, 44
11, 38
12, 42
13, 40
14, 40
15, 38
16, 38
17, 36
18, 38
19, 44
0, 35
1, 29
2, 30
3, 12
4, 38
5, 20
6, 32
7, 40
8, 37
9, 30
10, 30
11, 48
12, 28
13, 27
14, 46
15, 21
16, 14
17, 30
18, 24
19, 36
0, 18
1, 19
2, 27
3, 25
4, 26
5, 37
6, 18
7, 9
8, 20
9, 31
10, 29
11, 34
12, 31
13, 38
14, 28
15, 34
16, 36
17, 24
18, 38
19, 33
0, 13
1, 10
2, 33
3, 20
4, 29
5, 31
6, 40
7, 12
8, 32
9, 36
10, 34
11, 17
12, 38
13, 40
14, 32
15, 37
16, 33
17, 38
18, 33
19, 36
0, 4
1, 4
2, 5
3, 4
4, 4
5, 2
6, 5
7, 3
8, 6
9, 5
10, 5
11, 7
12, 7
13, 6
14, 5
15, 5
16, 9
17, 6
18, 7
19, 5
