Episode number, episode RL score
8, 33
9, 29
10, 24
11, 27
12, 31
13, 27
14, 26
15, 30
16, 35
17, 26
18, 34
19, 27
0, 27
1, 31
2, 28
3, 30
4, 23
5, 24
6, 33
7, 25
8, 36
9, 40
10, 32
11, 31
12, 28
13, 34
14, 34
15, 34
16, 35
17, 27
18, 35
19, 38
0, 22
1, 19
2, 22
3, 10
4, 22
5, 21
6, 21
7, 19
8, 26
9, 26
10, 22
11, 25
12, 18
13, 23
14, 22
15, 25
16, 21
17, 20
18, 22
19, 22
0, 44
1, 19
2, 36
3, 44
4, 36
5, 23
6, 42
7, 32
8, 42
9, 37
10, 9
11, 38
12, 36
13, 27
14, 14
15, 40
16, 25
17, 39
18, 31
19, 32
0, 20
1, 30
2, 20
3, 17
4, 10
5, 26
6, 19
7, 8
8, 19
9, 13
10, 9
11, 29
12, 31
13, 36
14, 6
15, 19
16, 21
17, 26
18, 26
19, 44
0, 32
1, 38
2, 44
3, 13
4, 44
5, 42
6, 38
7, 9
8, 42
9, 38
10, 20
11, 40
12, 44
13, 28
14, 42
15, 29
16, 8
17, 40
18, 46
19, 31
0, 38
1, 44
2, 23
3, 25
4, 19
5, 31
6, 40
7, 38
8, 11
9, 38
10, 38
11, 21
12, 42
13, 38
14, 11
15, 38
16, 40
17, 38
18, 19
19, 28
0, 44
1, 42
2, 38
3, 23
4, 36
5, 40
6, 38
7, 38
8, 44
9, 38
10, 40
11, 40
12, 42
13, 36
14, 40
15, 44
16, 46
17, 42
18, 22
19, 36
0, 24
1, 23
2, 23
3, 24
4, 16
5, 24
6, 23
7, 19
8, 26
9, 18
10, 23
11, 8
12, 20
13, 21
14, 20
15, 18
16, 21
17, 22
18, 25
19, 24
0, 21
1, 22
2, 31
3, 26
4, 36
5, 23
6, 20
7, 23
8, 29
9, 26
10, 24
11, 43
12, 32
13, 22
14, 25
15, 25
16, 33
17, 28
18, 18
19, 25
0, 28
1, 31
2, 46
3, 25
4, 15
5, 19
6, 38
7, 30
8, 13
9, 31
10, 34
11, 38
12, 29
13, 25
14, 42
15, 27
16, 19
17, 36
18, 11
19, 28
0, 38
1, 40
2, 37
3, 42
4, 32
5, 38
6, 42
7, 40
8, 42
9, 38
10, 38
11, 44
12, 36
13, 42
14, 44
15, 32
16, 34
17, 37
18, 38
19, 38
0, 42
1, 46
2, 38
3, 40
4, 17
5, 44
6, 40
7, 38
8, 36
9, 40
10, 37
11, 15
12, 38
13, 34
14, 9
15, 34
16, 42
17, 44
18, 9
19, 38
0, 20
1, 21
2, 22
3, 19
4, 22
5, 23
6, 23
7, 20
8, 21
9, 21
10, 25
11, 26
12, 24
13, 25
14, 19
15, 26
16, 20
17, 20
18, 20
19, 20
0, 8
1, 6
2, 10
3, 7
4, 22
5, 7
6, 6
7, 5
8, 5
9, 12
10, 5
11, 19
12, 4
13, 11
14, 11
15, 6
16, 7
17, 3
18, 3
19, 8
0, 5
1, 7
2, 15
3, 4
4, 15
5, 2
6, 26
7, 18
8, 27
9, 4
10, 21
11, 13
12, 18
13, 4
14, 7
15, 5
16, 7
17, 10
18, 29
